Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S175749255,Acorn Woodpecker,Melanerpes formicivorus,11146,X,US-CA,Los Angeles,L32031350,La Canada,34.192347,-118.187054,2024-05-19,02:30 PM,eBird - Casual Observation,,0,,,1
S252818538,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-MA,Middlesex,L48167708,Bench,42.254577,-71.336529,2025-06-21,02:44 PM,eBird - Casual Observation,,0,,,1
S207359737,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-MA,Middlesex,L39038403,Mt Auburn,42.37096,-71.141685,2024-12-31,02:37 PM,eBird - Casual Observation,,0,,,1
S196891896,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-NY,Tompkins,L36941357,Cornell Botanic Garden,42.450185,-76.471698,2024-09-29,10:43 AM,eBird - Casual Observation,,0,,,1
S147064956,Downy Woodpecker,Dryobates pubescens,11400,X,US-ME,Cumberland,L26537229,Portland,43.667925,-70.318903,2023-08-12,,eBird - Casual Observation,,0,,,1
S128988761,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Essex,L22704057,Mass Audubon,42.632174,-70.920697,2023-02-19,,eBird - Casual Observation,,0,,,1
S129698016,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Suffolk,L22823505,Belle Isle March,42.389975,-70.996099,2023-02-26,,eBird - Casual Observation,,0,,,1
S202811176,Hairy Woodpecker,Leuconotopicus villosus,11427,X,US-MA,Essex,L26921811,Ipswich,42.633881,-70.91871,2024-11-17,12:26 PM,eBird - Casual Observation,,0,,,1
S266154366,Hairy Woodpecker,Leuconotopicus villosus,11427,X,US-MA,Hampshire,L51274525,Observation Tower,42.291017,-72.64479,2025-08-09,04:22 PM,eBird - Casual Observation,,0,,,1
S278603426,Hairy Woodpecker,Leuconotopicus villosus,11427,X,CA-QC,Les Collines-de-l'Outaouais,L53892258,Steep Hill,45.468701,-75.794009,2025-10-11,11:22 AM,eBird - Casual Observation,,0,,,1
S183134157,Northern Flicker,Colaptes auratus,11900,X,US-MA,Barnstable,L33760257,Skunknett wildlife Sanctuary,41.646198,-70.37123,2024-06-22,,eBird - Casual Observation,,0,,,1
S232247992,Rose-ringed Parakeet,Psittacula krameri,12350,X,JP-13,Shinjuku City,L43956449,Outside The Greenhouse,35.686851,139.711314,2025-05-03,11:21 AM,eBird - Casual Observation,,0,,,1
S181627986,Eastern Wood-Pewee,Contopus virens,16924,X,US-MA,Bristol,L33391490,Attleboro Springs Audobon,41.927779,-71.26605,2024-06-15,11:50 AM,eBird - Casual Observation,,0,,,1
S175693472,Black Phoebe,Sayornis nigricans,16998,X,US-CA,Los Angeles,L31895164,Moms House,34.23504,-118.226355,2024-05-19,,eBird - Casual Observation,,0,,,1
S270549155,Eastern Phoebe,Sayornis phoebe,17007,X,US-MA,Essex,L52247925,Perkins Island,42.623259,-70.923354,2025-08-31,05:59 AM,eBird - Casual Observation,,0,,,1
S189811134,Great Crested Flycatcher,Myiarchus crinitus,17334,X,US-MA,Barnstable,L35377900,Mass Audubon Wellfleet Bay,41.882487,-69.995504,2024-08-01,01:43 PM,eBird - Casual Observation,,0,,,1
S262807834,Eastern Kingbird,Tyrannus tyrannus,17472,X,US-MA,Essex,L50483039,Boardwalk,42.745042,-70.795551,2025-07-26,,eBird - Casual Observation,,0,,,1
S248151308,Eastern Kingbird,Tyrannus tyrannus,17472,X,US-MA,Essex,L26922521,Ipswich,42.635884,-70.916279,2025-06-08,,eBird - Casual Observation,,0,,,1
S127556643,Blue Jay,Cyanocitta cristata,21294,X,US-MA,Suffolk,L22453613,Bowdoin Station,42.361748,-71.062246,2023-02-03,,eBird - Casual Observation,,0,,,1
S175822897,Island Scrub-Jay,Aphelocoma insularis,21302,X,US-CA,Santa Barbara,L32045989,Channel Islands National Park,34.049176,-119.558118,2024-05-19,,eBird - Casual Observation,,0,,,1
S230636586,Azure-winged Magpie,Cyanopica cyanus,21391,X,JP-14,Yokohama,L43668655,Baseball Stadium,35.444357,139.640832,2025-04-29,,eBird - Casual Observation,,0,,,1
S242283359,Eurasian Magpie,Pica pica,21467,X,DK-02,Rudersdal,L45849602,Train Stop,55.82343,12.572149,2025-05-25,,eBird - Casual Observation,,0,,,1
S242299306,Eurasian Jackdaw,Coloeus monedula,21514,X,DK-01,Frederiksberg,L45897489,Fountain,55.670592,12.525241,2025-05-25,,eBird - Casual Observation,,0,,,1
S241973643,Eurasian Jackdaw,Coloeus monedula,21514,X,DK-01,København,L45820499,Train Station,55.682692,12.571473,2025-05-24,,eBird - Casual Observation,,0,,,1
S160945375,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Middlesex,L23488569,Silva Park,42.370836,-71.081581,2024-02-08,,eBird - Casual Observation,,0,,,1
S228447331,Fish Crow,Corvus ossifragus,21570,X,US-CT,New London,L43249470,Hole In The Wall Beach,41.32165,-72.195739,2025-04-23,07:41 AM,eBird - Casual Observation,,0,,,1
S242844791,Hooded Crow,Corvus cornix,21578,X,DK-01,København,L46016966,Castle Most,55.686527,12.578977,2025-05-26,,eBird - Casual Observation,,0,,,1
S230632315,Large-billed Crow,Corvus macrorhynchos,21586,X,JP-14,Yokohama,L43668655,Baseball Stadium,35.444357,139.640832,2025-04-29,,eBird - Casual Observation,,0,,,1
